ds,y,yhat
2016-05-22 13:00:00,49.0,29.221678
2016-05-22 14:00:00,41.0,30.083006
2016-05-22 15:00:00,46.0,27.947264
2016-05-22 16:00:00,48.0,27.41992
2016-05-22 17:00:00,45.0,27.296873
2016-05-22 18:00:00,37.0,27.121092
2016-05-22 19:00:00,38.0,27.33203
2016-05-22 20:00:00,34.0,29.38867
2016-05-22 21:00:00,41.0,33.42285
2016-05-22 22:00:00,51.0,35.03125
2016-05-22 23:00:00,56.0,35.48828
2016-05-23 00:00:00,63.0,40.44336
2016-05-23 01:00:00,46.0,40.499023
2016-05-23 02:00:00,42.0,42.512207
2016-05-23 03:00:00,51.0,43.940918
2016-05-23 04:00:00,64.0,46.41797
2016-05-23 05:00:00,75.0,48.551758
2016-05-23 06:00:00,74.0,50.592773
2016-05-23 07:00:00,86.0,47.614746
2016-05-23 08:00:00,88.0,53.70996
2016-05-23 09:00:00,96.0,50.18457
2016-05-23 10:00:00,99.0,57.87433
2016-05-23 11:00:00,89.0,54.053223
2016-05-23 12:00:00,91.0,50.305176
2016-05-23 13:00:00,89.0,47.262207
2016-05-23 14:00:00,83.0,45.592285
2016-05-23 15:00:00,73.0,48.431152
2016-05-23 16:00:00,57.0,47.45703
2016-05-23 17:00:00,48.0,43.681152
2016-05-23 18:00:00,47.0,47.688965
2016-05-23 19:00:00,29.0,43.02246
2016-05-23 20:00:00,3.0,33.80078
2016-05-23 21:00:00,4.0,27.75195
2016-05-23 22:00:00,4.0,22.853512
2016-05-23 23:00:00,5.0,23.317379
2016-05-24 00:00:00,7.0,24.634762
2016-05-24 01:00:00,9.0,25.692379
2016-05-24 02:00:00,11.0,28.011715
2016-05-24 03:00:00,10.0,25.729488
2016-05-24 04:00:00,12.0,27.08398
2016-05-24 05:00:00,24.0,27.71484
2016-05-24 06:00:00,44.0,27.789059
2016-05-24 07:00:00,50.0,28.067379
2016-05-24 08:00:00,49.0,35.285156
2016-05-24 09:00:00,41.0,30.627926
2016-05-24 10:00:00,24.0,28.141598
2016-05-24 11:00:00,17.0,26.082027
2016-05-24 12:00:00,14.0,27.43652
2016-05-24 13:00:00,17.0,28.048824
2016-05-24 14:00:00,15.0,28.30859
2016-05-24 15:00:00,14.0,27.566402
2016-05-24 16:00:00,8.0,28.475582
2016-05-24 17:00:00,11.0,29.570309
2016-05-24 18:00:00,18.0,31.073238
2016-05-24 19:00:00,25.0,32.05664
2016-05-24 20:00:00,19.0,31.091793
2016-05-24 21:00:00,17.0,26.026363
2016-05-24 22:00:00,10.0,24.597652
2016-05-24 23:00:00,8.0,24.18945
2016-05-25 00:00:00,9.0,23.187496
2016-05-25 01:00:00,3.0,24.801754
2016-05-25 02:00:00,3.0,24.374996
2016-05-25 03:00:00,6.0,24.523434
2016-05-25 04:00:00,9.0,22.96484
2016-05-25 05:00:00,9.0,23.688473
2016-05-25 06:00:00,8.0,21.74023
2016-05-25 07:00:00,4.0,21.480465
2016-05-25 08:00:00,10.0,21.962887
2016-05-25 09:00:00,12.0,21.294918
2016-05-25 10:00:00,9.0,20.775387
2016-05-25 11:00:00,11.0,20.070309
2016-05-25 12:00:00,10.0,20.181637
2016-05-25 13:00:00,12.0,20.367184
2016-05-25 14:00:00,8.0,20.478512
2016-05-25 15:00:00,8.0,19.921871
2016-05-25 16:00:00,11.0,20.55273
2016-05-25 17:00:00,14.0,24.7832
2016-05-25 18:00:00,13.0,26.267574
2016-05-25 19:00:00,13.0,22.68652
2016-05-25 20:00:00,12.0,23.669918
2016-05-25 21:00:00,17.0,26.787106
2016-05-25 22:00:00,22.0,23.966793
2016-05-25 23:00:00,29.0,26.360348
2016-05-26 00:00:00,31.0,25.240232
2016-05-26 01:00:00,31.0,22.48535
2016-05-26 02:00:00,45.0,26.254393
2016-05-26 03:00:00,28.0,25.073729
2016-05-26 04:00:00,48.0,23.696287
2016-05-26 05:00:00,47.0,20.729488
2016-05-26 06:00:00,34.0,19.276363
2016-05-26 07:00:00,39.0,18.307613
2016-05-26 08:00:00,29.0,17.853512
2016-05-26 09:00:00,17.0,15.916012
2016-05-26 10:00:00,12.0,14.977535
2016-05-26 11:00:00,13.0,14.160152
2016-05-26 12:00:00,14.0,12.162106
2016-05-26 13:00:00,18.0,10.799801
2016-05-26 14:00:00,11.0,9.346676
2016-05-26 15:00:00,10.0,9.46777
2016-05-26 16:00:00,12.0,9.346676
2016-05-26 17:00:00,8.0,9.619137
2016-05-26 18:00:00,10.0,9.5283165
2016-05-26 19:00:00,9.0,11.798824
2016-05-26 20:00:00,16.0,12.797848
2016-05-26 21:00:00,20.0,15.916012
2016-05-26 22:00:00,20.0,17.12695
2016-05-26 23:00:00,23.0,19.306637
2016-05-27 00:00:00,22.0,19.367184
2016-05-27 01:00:00,23.0,19.185543
2016-05-27 02:00:00,24.0,20.002926
2016-05-27 03:00:00,28.0,20.12402
2016-05-27 04:00:00,37.0,22.061522
2016-05-27 05:00:00,45.0,24.120115
2016-05-27 06:00:00,36.0,30.734861
2016-05-27 07:00:00,37.0,32.763184
2016-05-27 08:00:00,39.0,34.06494
2016-05-27 09:00:00,47.0,38.166992
2016-05-27 10:00:00,54.0,40.725098
2016-05-27 11:00:00,62.0,30.129393
2016-05-27 12:00:00,43.0,26.027342
2016-05-27 13:00:00,36.0,21.425777
2016-05-27 14:00:00,46.0,22.000975
2016-05-27 15:00:00,66.0,24.543943
2016-05-27 16:00:00,69.0,27.3291
2016-05-27 17:00:00,58.0,28.085936
2016-05-27 18:00:00,53.0,27.571287
2016-05-27 19:00:00,66.0,44.229248
2016-05-27 20:00:00,82.0,32.717773
2016-05-27 21:00:00,43.0,33.762207
2016-05-27 22:00:00,32.0,28.918455
2016-05-27 23:00:00,26.0,26.874998
2016-05-28 00:00:00,23.0,26.027342
2016-05-28 01:00:00,23.0,25.785154
2016-05-28 02:00:00,26.0,26.63281
2016-05-28 03:00:00,29.0,26.208982
2016-05-28 04:00:00,27.0,26.345213
2016-05-28 05:00:00,51.0,27.858885
2016-05-28 06:00:00,52.0,33.353516
2016-05-28 07:00:00,61.0,40.543457
2016-05-28 08:00:00,59.0,43.101562
2016-05-28 09:00:00,59.0,37.152832
2016-05-28 10:00:00,52.0,31.688475
2016-05-28 11:00:00,38.0,26.5874
2016-05-28 12:00:00,33.0,23.40869
2016-05-28 13:00:00,36.0,24.801268
2016-05-28 14:00:00,39.0,25.285643
2016-05-28 15:00:00,38.0,23.181639
2016-05-28 16:00:00,34.0,22.303709
2016-05-28 17:00:00,40.0,23.287596
2016-05-28 18:00:00,41.0,24.135252
2016-05-28 19:00:00,42.0,33.762207
2016-05-28 20:00:00,40.0,39.52173
2016-05-28 21:00:00,42.0,50.68695
2016-05-28 22:00:00,48.0,60.122803
2016-05-28 23:00:00,49.0,67.22949
2016-05-29 00:00:00,54.0,54.19336
2016-05-29 01:00:00,63.0,63.4043
2016-05-29 02:00:00,62.0,74.17969
2016-05-29 03:00:00,63.0,87.046875
2016-05-29 04:00:00,70.0,88.27734
2016-05-29 05:00:00,69.0,94.85157
2016-05-29 06:00:00,49.0,94.7461
2016-05-29 07:00:00,22.0,54.966797
2016-05-29 08:00:00,26.0,27.347168
2016-05-29 09:00:00,18.0,12.990232
2016-05-29 10:00:00,6.0,8.578121
2016-05-29 11:00:00,9.0,7.154293
2016-05-29 12:00:00,12.0,5.150387
2016-05-29 13:00:00,3.0,4.341793
2016-05-29 14:00:00,13.0,6.749996
2016-05-29 15:00:00,7.0,8.419918
2016-05-29 16:00:00,14.0,9.509764
2016-05-29 17:00:00,17.0,11.566404
2016-05-29 18:00:00,16.0,14.273436
2016-05-29 19:00:00,20.0,16.57617
2016-05-29 20:00:00,20.0,24.802734
2016-05-29 21:00:00,39.0,27.848145
2016-05-29 22:00:00,55.0,28.520508
2016-05-29 23:00:00,56.0,32.07788
2016-05-30 00:00:00,56.0,40.0979
2016-05-30 01:00:00,56.0,38.713623
2016-05-30 02:00:00,57.0,45.76465
2016-05-30 03:00:00,43.0,53.63965
2016-05-30 04:00:00,42.0,62.085938
2016-05-30 05:00:00,37.0,68.396484
2016-05-30 06:00:00,43.0,76.18359
2016-05-30 07:00:00,45.0,80.50781
2016-05-30 08:00:00,48.0,83.74219
2016-05-30 09:00:00,57.0,91.01954
2016-05-30 10:00:00,70.0,100.82813
2016-05-30 11:00:00,82.0,119.10938
2016-05-30 12:00:00,80.0,122.62501
2016-05-30 13:00:00,85.0,128.17969
2016-05-30 14:00:00,95.0,127.898445
2016-05-30 15:00:00,98.0,128.88281
2016-05-30 16:00:00,107.0,133.80469
2016-05-30 17:00:00,121.0,130.14844
2016-05-30 18:00:00,109.0,128.17969
2016-05-30 19:00:00,112.0,126.28126
2016-05-30 20:00:00,108.0,124.94532
2016-05-30 21:00:00,106.0,131.55469
2016-05-30 22:00:00,105.0,130.92188
2016-05-30 23:00:00,90.0,133.73438
2016-05-31 00:00:00,72.0,139.99219
2016-05-31 01:00:00,63.0,141.25781
2016-05-31 02:00:00,58.0,120.16407
2016-05-31 03:00:00,62.0,113.41407
2016-05-31 04:00:00,64.0,117.63282
2016-05-31 05:00:00,81.0,106.69923
2016-05-31 06:00:00,122.0,69.46875
2016-05-31 07:00:00,50.0,33.828003
2016-05-31 08:00:00,41.0,27.29004
2016-05-31 09:00:00,32.0,19.538084
2016-05-31 10:00:00,35.0,20.78613
2016-05-31 11:00:00,36.0,20.030272
2016-05-31 12:00:00,30.0,19.924803
2016-05-31 13:00:00,32.0,19.836912
2016-05-31 14:00:00,25.0,20.821287
2016-05-31 15:00:00,25.0,23.000977
2016-05-31 16:00:00,27.0,21.840818
2016-05-31 17:00:00,25.0,22.860352
2016-05-31 18:00:00,23.0,24.424805
2016-05-31 19:00:00,22.0,25.708008
2016-05-31 20:00:00,27.0,28.718262
2016-05-31 21:00:00,24.0,32.820557
2016-05-31 22:00:00,33.0,32.91284
2016-05-31 23:00:00,33.0,34.85193
2016-06-01 00:00:00,18.0,35.231567
2016-06-01 01:00:00,18.0,33.898926
2016-06-01 02:00:00,16.0,32.839844
2016-06-01 03:00:00,16.0,36.460938
2016-06-01 04:00:00,15.0,35.391968
2016-06-01 05:00:00,18.0,38.96582
2016-06-01 06:00:00,25.0,41.325684
2016-06-01 07:00:00,32.0,43.588867
2016-06-01 08:00:00,36.0,45.399414
2016-06-01 09:00:00,34.0,48.950195
2016-06-01 10:00:00,35.0,54.671875
2016-06-01 11:00:00,31.0,58.820312
2016-06-01 12:00:00,32.0,50.88379
2016-06-01 13:00:00,22.0,44.248047
2016-06-01 14:00:00,31.0,38.719727
2016-06-01 15:00:00,40.0,36.13794
2016-06-01 16:00:00,37.0,34.73114
2016-06-01 17:00:00,39.0,36.397217
2016-06-01 18:00:00,35.0,37.79248
2016-06-01 19:00:00,31.0,38.157227
2016-06-01 20:00:00,31.0,39.36133
2016-06-01 21:00:00,34.0,38.891113
2016-06-01 22:00:00,34.0,38.18799
2016-06-01 23:00:00,41.0,35.56555
2016-06-02 00:00:00,39.0,32.325684
2016-06-02 01:00:00,34.0,30.269043
2016-06-02 02:00:00,34.0,28.032227
2016-06-02 03:00:00,37.0,26.529297
2016-06-02 04:00:00,38.0,28.027832
2016-06-02 05:00:00,41.0,30.517334
2016-06-02 06:00:00,46.0,37.33545
2016-06-02 07:00:00,51.0,38.54834
2016-06-02 08:00:00,54.0,44.151367
2016-06-02 09:00:00,56.0,46.10254
2016-06-02 10:00:00,67.0,49.820312
2016-06-02 11:00:00,75.0,48.027344
2016-06-02 12:00:00,52.0,41.198242
2016-06-02 13:00:00,40.0,37.208008
2016-06-02 14:00:00,43.0,33.33203
2016-06-02 15:00:00,38.0,30.425049
2016-06-02 16:00:00,40.0,29.135254
2016-06-02 17:00:00,43.0,27.931152
2016-06-02 18:00:00,40.0,26.995117
2016-06-02 19:00:00,35.0,27.786133
2016-06-02 20:00:00,37.0,28.00586
2016-06-02 21:00:00,45.0,30.844727
2016-06-02 22:00:00,42.0,33.945377
2016-06-02 23:00:00,46.0,36.689453
2016-06-03 00:00:00,50.0,33.9862
2016-06-03 01:00:00,53.0,33.18976
2016-06-03 02:00:00,52.0,32.121338
2016-06-03 03:00:00,54.0,33.13098
2016-06-03 04:00:00,54.0,36.961914
2016-06-03 05:00:00,58.0,42.499023
2016-06-03 06:00:00,68.0,52.597656
2016-06-03 07:00:00,76.0,57.43164
2016-06-03 08:00:00,87.0,68.99805
2016-06-03 09:00:00,89.0,71.37109
2016-06-03 10:00:00,85.0,66.02734
2016-06-03 11:00:00,93.0,70.52734
2016-06-03 12:00:00,97.0,78.26172
2016-06-03 13:00:00,102.0,65.41211
2016-06-03 14:00:00,94.0,63.531254
2016-06-03 15:00:00,93.0,43.46582
2016-06-03 16:00:00,65.0,43.55371
2016-06-03 17:00:00,65.0,65.6582
2016-06-03 18:00:00,77.0,63.39063
2016-06-03 19:00:00,98.0,50.49707
2016-06-03 20:00:00,115.0,63.707035
2016-06-03 21:00:00,124.0,75.0625
2016-06-03 22:00:00,108.0,71.01953
2016-06-03 23:00:00,88.0,71.05469
2016-06-04 00:00:00,73.0,74.92969
2016-06-04 01:00:00,76.0,70.75488
2016-06-04 02:00:00,66.0,66.65332
2016-06-04 03:00:00,63.0,56.414062
2016-06-04 04:00:00,70.0,58.464844
2016-06-04 05:00:00,77.0,56.68506
2016-06-04 06:00:00,75.0,62.742188
2016-06-04 07:00:00,76.0,62.81543
2016-06-04 08:00:00,84.0,71.12109
2016-06-04 09:00:00,93.0,79.61719
2016-06-04 10:00:00,104.0,82.57617
2016-06-04 11:00:00,125.0,92.36133
2016-06-04 12:00:00,85.0,91.10156
2016-06-04 13:00:00,106.0,78.03516
2016-06-04 14:00:00,88.0,69.46582
2016-06-04 15:00:00,81.0,68.118164
2016-06-04 16:00:00,69.0,54.61963
2016-06-04 17:00:00,69.0,58.86035
2016-06-04 18:00:00,75.0,51.68994
2016-06-04 19:00:00,71.0,57.219727
2016-06-04 20:00:00,74.0,57.55664
2016-06-04 21:00:00,88.0,56.560547
2016-06-04 22:00:00,74.0,59.72461
2016-06-04 23:00:00,77.0,63.73828
2016-06-05 00:00:00,80.0,68.77734
2016-06-05 01:00:00,92.0,69.20215
2016-06-05 02:00:00,109.0,68.7041
2016-06-05 03:00:00,88.0,71.41406
2016-06-05 04:00:00,54.0,76.48242
2016-06-05 05:00:00,52.0,80.34961
2016-06-05 06:00:00,50.0,85.41797
2016-06-05 07:00:00,48.0,92.74219
2016-06-05 08:00:00,56.0,99.36328
2016-06-05 09:00:00,65.0,110.73048
2016-06-05 10:00:00,74.0,124.03126
2016-06-05 11:00:00,80.0,138.44531
2016-06-05 12:00:00,90.0,145.71094
2016-06-05 13:00:00,96.0,141.96094
2016-06-05 14:00:00,101.0,132.9375
2016-06-05 15:00:00,93.0,129.65625
2016-06-05 16:00:00,83.0,114.71485
2016-06-05 17:00:00,77.0,98.92383
2016-06-05 18:00:00,74.0,88.8457
2016-06-05 19:00:00,68.0,74.92969
2016-06-05 20:00:00,47.0,65.34961
2016-06-05 21:00:00,40.0,59.299805
2016-06-05 22:00:00,37.0,54.729492
2016-06-05 23:00:00,33.0,52.90576
2016-06-06 00:00:00,40.0,48.881104
2016-06-06 01:00:00,47.0,44.312622
2016-06-06 02:00:00,46.0,40.599243
2016-06-06 03:00:00,50.0,38.92566
2016-06-06 04:00:00,54.0,39.052002
2016-06-06 05:00:00,59.0,39.890625
2016-06-06 06:00:00,75.0,45.74817
2016-06-06 07:00:00,82.0,44.0343
2016-06-06 08:00:00,85.0,48.44165
2016-06-06 09:00:00,89.0,58.933594
2016-06-06 10:00:00,94.0,69.143555
2016-06-06 11:00:00,101.0,88.05469
2016-06-06 12:00:00,113.0,106.628914
2016-06-06 13:00:00,118.0,126.492195
2016-06-06 14:00:00,116.0,126.19923
2016-06-06 15:00:00,119.0,123.035164
2016-06-06 16:00:00,122.0,116.472664
2016-06-06 17:00:00,120.0,108.26954
2016-06-06 18:00:00,120.0,101.64844
2016-06-06 19:00:00,121.0,103.58203
2016-06-06 20:00:00,130.0,91.6875
2016-06-06 21:00:00,114.0,88.69922
2016-06-06 22:00:00,63.0,72.99609
2016-06-06 23:00:00,36.0,63.635742
2016-06-07 00:00:00,39.0,43.036133
2016-06-07 01:00:00,53.0,45.73242
2016-06-07 02:00:00,71.0,43.745117
2016-06-07 03:00:00,84.0,41.73633
2016-06-07 04:00:00,66.0,45.66797
2016-06-07 05:00:00,64.0,44.776367
2016-06-07 06:00:00,50.0,39.802734
2016-06-07 07:00:00,42.0,37.654297
2016-06-07 08:00:00,30.0,37.47168
2016-06-07 09:00:00,33.0,39.652344
2016-06-07 10:00:00,36.0,41.73633
2016-06-07 11:00:00,32.0,44.969727
2016-06-07 12:00:00,37.0,48.66504
2016-06-07 13:00:00,43.0,50.88867
2016-06-07 14:00:00,56.0,51.447266
2016-06-07 15:00:00,65.0,50.770508
2016-06-07 16:00:00,66.0,55.32788
2016-06-07 17:00:00,69.0,53.842773
2016-06-07 18:00:00,64.0,54.342285
2016-06-07 19:00:00,63.0,51.645996
2016-06-07 20:00:00,69.0,57.111755
2016-06-07 21:00:00,72.0,64.85889
2016-06-07 22:00:00,86.0,67.12012
2016-06-07 23:00:00,91.0,70.5791
2016-06-08 00:00:00,83.0,70.61133
2016-06-08 01:00:00,80.0,67.8291
2016-06-08 02:00:00,87.0,70.40723
2016-06-08 03:00:00,94.0,73.737305
2016-06-08 04:00:00,97.0,73.97363
2016-06-08 05:00:00,100.0,75.71387
2016-06-08 06:00:00,100.0,80.666016
2016-06-08 07:00:00,97.0,85.88672
2016-06-08 08:00:00,115.0,92.26758
2016-06-08 09:00:00,121.0,99.50781
2016-06-08 10:00:00,134.0,106.08203
2016-06-08 11:00:00,129.0,111.66797
2016-06-08 12:00:00,123.0,115.83594
2016-06-08 13:00:00,107.0,124.64454
2016-06-08 14:00:00,98.0,116.65234
2016-06-08 15:00:00,111.0,107.5
2016-06-08 16:00:00,109.0,95.296875
2016-06-08 17:00:00,114.0,86.42383
2016-06-08 18:00:00,101.0,85.71484
2016-06-08 19:00:00,145.0,85.69336
2016-06-08 20:00:00,207.0,74.43555
2016-06-08 21:00:00,208.0,77.28223
2016-06-08 22:00:00,208.0,71.56738
2016-06-08 23:00:00,185.0,93.16992
2016-06-09 00:00:00,179.0,79.30176
2016-06-09 01:00:00,161.0,61.023926
2016-06-09 02:00:00,171.0,54.83374
2016-06-09 03:00:00,158.0,53.128418
2016-06-09 04:00:00,128.0,52.894775
2016-06-09 05:00:00,136.0,53.80249
2016-06-09 06:00:00,138.0,55.20166
2016-06-09 07:00:00,144.0,57.082214
2016-06-09 08:00:00,151.0,60.84131
2016-06-09 09:00:00,162.0,59.648926
2016-06-09 10:00:00,170.0,72.98535
2016-06-09 11:00:00,160.0,76.70215
2016-06-09 12:00:00,119.0,62.825928
2016-06-09 13:00:00,93.0,52.545654
2016-06-09 14:00:00,71.0,42.713867
2016-06-09 15:00:00,70.0,37.18164
2016-06-09 16:00:00,56.0,38.964844
2016-06-09 17:00:00,54.0,36.53711
2016-06-09 18:00:00,44.0,30.521482
2016-06-09 19:00:00,41.0,30.80078
2016-06-09 20:00:00,41.0,33.335938
2016-06-09 21:00:00,51.0,37.5791
2016-06-09 22:00:00,56.0,31.83203
2016-06-09 23:00:00,63.0,33.78711
2016-06-10 00:00:00,61.0,51.058594
2016-06-10 01:00:00,70.0,57.498047
2016-06-10 02:00:00,54.0,42.752926
2016-06-10 03:00:00,56.0,51.18164
2016-06-10 04:00:00,67.0,57.416016
2016-06-10 05:00:00,64.0,44.352535
2016-06-10 06:00:00,58.0,43.819332
2016-06-10 07:00:00,46.0,45.41894
2016-06-10 08:00:00,56.0,46.136715
2016-06-10 09:00:00,58.0,49.37695
2016-06-10 10:00:00,57.0,58.13379
2016-06-10 11:00:00,73.0,64.46045
2016-06-10 12:00:00,90.0,73.755615
2016-06-10 13:00:00,111.0,72.58154
2016-06-10 14:00:00,108.0,68.541504
2016-06-10 15:00:00,101.0,65.3833
2016-06-10 16:00:00,47.0,73.335205
2016-06-10 17:00:00,32.0,54.319336
2016-06-10 18:00:00,10.0,43.65527
2016-06-10 19:00:00,7.0,34.93945
2016-06-10 20:00:00,8.0,29.40234
2016-06-10 21:00:00,4.0,24.972652
2016-06-10 22:00:00,10.0,25.259762
2016-06-10 23:00:00,9.0,24.029293
2016-06-11 00:00:00,7.0,28.048824
2016-06-11 01:00:00,12.0,27.187496
2016-06-11 02:00:00,5.0,26.49023
2016-06-11 03:00:00,6.0,26.859371
2016-06-11 04:00:00,6.0,27.679684
2016-06-11 05:00:00,7.0,29.361324
2016-06-11 06:00:00,7.0,29.68945
2016-06-11 07:00:00,12.0,26.736324
2016-06-11 08:00:00,9.0,24.685543
2016-06-11 09:00:00,6.0,24.398434
2016-06-11 10:00:00,9.0,23.7832
2016-06-11 11:00:00,3.0,22.4707
2016-06-11 12:00:00,3.0,22.593746
2016-06-11 13:00:00,6.0,22.019527
2016-06-11 14:00:00,8.0,22.101559
2016-06-11 15:00:00,3.0,22.634762
2016-06-11 16:00:00,3.0,24.972652
2016-06-11 17:00:00,6.0,25.17773
2016-06-11 18:00:00,12.0,32.273434
2016-06-11 19:00:00,13.0,35.10351
2016-06-11 20:00:00,17.0,38.056637
2016-06-11 21:00:00,21.0,28.335934
2016-06-11 22:00:00,29.0,29.566402
2016-06-11 23:00:00,29.0,33.33984
2016-06-12 00:00:00,30.0,36.292965
2016-06-12 01:00:00,60.0,38.712887
2016-06-12 02:00:00,77.0,39.492184
2016-06-12 03:00:00,82.0,42.035152
2016-06-12 04:00:00,87.0,42.13769
2016-06-12 05:00:00,84.0,44.96777
2016-06-12 06:00:00,89.0,48.454098
2016-06-12 07:00:00,94.0,53.35547
2016-06-12 08:00:00,95.0,57.210938
2016-06-12 09:00:00,99.0,63.588867
2016-06-12 10:00:00,104.0,71.60742
2016-06-12 11:00:00,103.0,73.78125
2016-06-12 12:00:00,103.0,81.10006
2016-06-12 13:00:00,75.0,79.73749
2016-06-12 14:00:00,62.0,67.023926
2016-06-12 15:00:00,40.0,61.722656
2016-06-12 16:00:00,39.0,56.759766
2016-06-12 17:00:00,43.0,58.441406
2016-06-12 18:00:00,44.0,64.61426
2016-06-12 19:00:00,42.0,68.18262
2016-06-12 20:00:00,35.0,72.16113
2016-06-12 21:00:00,39.0,78.08789
2016-06-12 22:00:00,72.0,77.97766
2016-06-12 23:00:00,53.0,71.82788
2016-06-13 00:00:00,44.0,58.632202
2016-06-13 01:00:00,92.0,47.563477
2016-06-13 02:00:00,51.0,36.029297
2016-06-13 03:00:00,50.0,36.271484
2016-06-13 04:00:00,44.0,37.331055
2016-06-13 05:00:00,35.0,36.725586
2016-06-13 06:00:00,30.0,34.30371
2016-06-13 07:00:00,31.0,38.64795
2016-06-13 08:00:00,34.0,36.271484
2016-06-13 09:00:00,31.0,39.79834
2016-06-13 10:00:00,27.75,36.922363
2016-06-13 11:00:00,24.5,44.46045
2016-06-13 12:00:00,21.25,46.57959
2016-06-13 13:00:00,18.0,53.9209
2016-06-13 14:00:00,33.0,56.986084
2016-06-13 15:00:00,37.0,76.70923
2016-06-13 16:00:00,38.0,57.74292
2016-06-13 17:00:00,42.0,54.79126
2016-06-13 18:00:00,43.0,60.565918
2016-06-13 19:00:00,47.0,69.73877
2016-06-13 20:00:00,47.0,73.954346
2016-06-13 21:00:00,52.0,71.54761
2016-06-13 22:00:00,54.0,68.04346
2016-06-13 23:00:00,62.0,60.543213
2016-06-14 00:00:00,64.0,56.690918
2016-06-14 01:00:00,55.0,66.00216
2016-06-14 02:00:00,53.0,57.41748
2016-06-14 03:00:00,60.0,50.991943
2016-06-14 04:00:00,64.0,46.821777
2016-06-14 05:00:00,60.0,43.76416
2016-06-14 06:00:00,50.0,46.867188
2016-06-14 07:00:00,51.0,40.736816
2016-06-14 08:00:00,41.0,46.08008
2016-06-14 09:00:00,34.0,50.68164
2016-06-14 10:00:00,29.0,53.020264
2016-06-14 11:00:00,30.0,52.089355
2016-06-14 12:00:00,28.0,46.67041
2016-06-14 13:00:00,36.0,44.672363
2016-06-14 14:00:00,33.0,48.88037
2016-06-14 15:00:00,18.0,46.48877
2016-06-14 16:00:00,21.0,46.26172
2016-06-14 17:00:00,23.0,45.081055
2016-06-14 18:00:00,25.0,51.78662
2016-06-14 19:00:00,23.0,49.470703
2016-06-14 20:00:00,22.0,49.364746
2016-06-14 21:00:00,21.0,47.260742
2016-06-14 22:00:00,17.0,45.15674
2016-06-14 23:00:00,28.0,45.398926
2016-06-15 00:00:00,36.0,38.950684
2016-06-15 01:00:00,29.0,36.1958
2016-06-15 02:00:00,14.0,34.5459
2016-06-15 03:00:00,14.0,30.791988
2016-06-15 04:00:00,14.0,33.00195
2016-06-15 05:00:00,12.0,34.57617
2016-06-15 06:00:00,13.0,35.151367
2016-06-15 07:00:00,11.0,35.847656
2016-06-15 08:00:00,14.0,36.75586
2016-06-15 09:00:00,12.0,38.36035
2016-06-15 10:00:00,13.0,39.601562
2016-06-15 11:00:00,13.0,39.70752
2016-06-15 12:00:00,15.0,38.4209
2016-06-15 13:00:00,18.0,18.289059
2016-06-15 14:00:00,5.0,17.229488
2016-06-15 15:00:00,17.0,19.348629
2016-06-15 16:00:00,18.0,20.196285
2016-06-15 17:00:00,15.0,38.844727
2016-06-15 18:00:00,30.0,24.64648
2016-06-15 19:00:00,9.0,27.431637
2016-06-15 20:00:00,24.0,37.664062
2016-06-15 21:00:00,36.0,37.845703
2016-06-15 22:00:00,24.0,29.914059
2016-06-15 23:00:00,14.0,24.071285
2016-06-16 00:00:00,3.0,13.337889
2016-06-16 01:00:00,8.0,14.775389
2016-06-16 02:00:00,15.666666666666668,16.033201
2016-06-16 03:00:00,23.333333333333336,15.561522
2016-06-16 04:00:00,31.0,17.347166
2016-06-16 05:00:00,113.0,18.537596
2016-06-16 06:00:00,41.0,19.548338
2016-06-16 07:00:00,26.0,20.401854
2016-06-16 08:00:00,17.0,22.311035
2016-06-16 09:00:00,23.0,29.891602
2016-06-16 10:00:00,13.0,28.79663
2016-06-16 11:00:00,31.0,26.286621
2016-06-16 12:00:00,7.0,22.490723
2016-06-16 13:00:00,21.0,17.796385
2016-06-16 14:00:00,3.0,19.548338
2016-06-16 15:00:00,22.0,17.706541
2016-06-16 16:00:00,19.0,17.762693
2016-06-16 17:00:00,16.0,17.515623
2016-06-16 18:00:00,22.0,18.537596
2016-06-16 19:00:00,22.0,20.143553
2016-06-16 20:00:00,9.0,22.962402
2016-06-16 21:00:00,16.0,19.739256
2016-06-16 22:00:00,20.0,27.847656
2016-06-16 23:00:00,25.0,29.560303
2016-06-17 00:00:00,33.0,29.318848
2016-06-17 01:00:00,29.0,24.141602
2016-06-17 02:00:00,12.0,35.162903
2016-06-17 03:00:00,15.0,21.187986
2016-06-17 04:00:00,5.0,17.863768
2016-06-17 05:00:00,16.0,15.224607
2016-06-17 06:00:00,16.0,20.828611
2016-06-17 07:00:00,23.0,25.006348
2016-06-17 08:00:00,20.0,24.411133
2016-06-17 09:00:00,23.0,24.062988
2016-06-17 10:00:00,13.0,16.841795
2016-06-17 11:00:00,3.0,12.798826
2016-06-17 12:00:00,10.0,11.024412
2016-06-17 13:00:00,10.0,6.5996075
2016-06-17 14:00:00,12.0,4.8027306
2016-06-17 15:00:00,3.0,7.565428
2016-06-17 16:00:00,15.0,12.686522
2016-06-17 17:00:00,24.0,17.493162
2016-06-17 18:00:00,5.0,19.436033
2016-06-17 19:00:00,3.0,23.60254
2016-06-17 20:00:00,3.0,20.166014
2016-06-17 21:00:00,7.5,19.469725
2016-06-17 22:00:00,12.0,21.839354
2016-06-17 23:00:00,3.0,21.805662
